timestamp,lat,lon,alt_m,speed_m_s
2024-01-01T08:15:47Z,48.852517,2.405541,33.223,7.580
2024-01-01T08:15:48Z,48.852505,2.405643,35.865,7.177
2024-01-01T08:15:49Z,48.852496,2.405740,35.545,5.635
2024-01-01T08:15:50Z,48.852488,2.405816,36.376,6.649
2024-01-01T08:15:51Z,48.852478,2.405906,37.140,5.577
2024-01-01T08:15:52Z,48.852470,2.405981,35.731,5.294
2024-01-01T08:15:53Z,48.852463,2.406053,34.208,6.291
2024-01-01T08:15:54Z,48.852454,2.406138,37.133,8.357
2024-01-01T08:15:55Z,48.852442,2.406251,35.791,7.662
2024-01-01T08:15:56Z,48.852431,2.406354,37.128,7.276
2024-01-01T08:15:57Z,48.852421,2.406452,35.326,8.228
2024-01-01T08:15:58Z,48.852410,2.406564,34.443,7.420
2024-01-01T08:15:59Z,48.852400,2.406664,33.381,6.385
2024-01-01T08:16:00Z,48.852391,2.406750,37.440,7.024
2024-01-01T08:16:01Z,48.852380,2.406845,35.662,6.851
2024-01-01T08:16:02Z,48.852371,2.406938,38.545,7.100
2024-01-01T08:16:03Z,48.852361,2.407034,33.847,7.816
2024-01-01T08:16:04Z,48.852351,2.407139,35.854,9.599
2024-01-01T08:16:05Z,48.852339,2.407269,36.002,9.408
2024-01-01T08:16:06Z,48.852328,2.407397,33.382,9.607
2024-01-01T08:16:07Z,48.852316,2.407527,36.382,9.061
2024-01-01T08:16:08Z,48.852305,2.407650,33.578,9.009
2024-01-01T08:16:09Z,48.852293,2.407772,36.091,8.297
2024-01-01T08:16:10Z,48.852284,2.407884,34.919,8.748
2024-01-01T08:16:11Z,48.852274,2.408003,35.317,8.907
2024-01-01T08:16:12Z,48.852265,2.408124,34.659,9.255
2024-01-01T08:16:13Z,48.852256,2.408250,33.485,9.787
2024-01-01T08:16:14Z,48.852247,2.408383,35.912,10.444
2024-01-01T08:16:15Z,48.852238,2.408525,35.415,10.929
2024-01-01T08:16:16Z,48.852227,2.408674,36.056,11.739
2024-01-01T08:16:17Z,48.852213,2.408833,35.243,12.459
2024-01-01T08:16:18Z,48.852198,2.409002,33.611,12.816
2024-01-01T08:16:19Z,48.852185,2.409176,35.075,12.609
2024-01-01T08:16:20Z,48.852173,2.409348,37.710,11.985
2024-01-01T08:16:21Z,48.852160,2.409510,36.504,12.518
2024-01-01T08:16:22Z,48.852147,2.409681,32.185,11.477
2024-01-01T08:16:23Z,48.852137,2.409837,34.838,9.780
2024-01-01T08:16:24Z,48.852127,2.409970,34.312,9.533
2024-01-01T08:16:25Z,48.852117,2.410099,35.519,8.839
2024-01-01T08:16:26Z,48.852108,2.410219,37.106,8.232
2024-01-01T08:16:27Z,48.852100,2.410331,35.097,8.140
2024-01-01T08:16:28Z,48.852092,2.410442,34.155,8.450
2024-01-01T08:16:29Z,48.852085,2.410557,34.178,7.842
2024-01-01T08:16:30Z,48.852076,2.410663,33.953,7.255
2024-01-01T08:16:31Z,48.852068,2.410762,36.056,7.038
2024-01-01T08:16:32Z,48.852061,2.410858,36.277,7.171
2024-01-01T08:16:33Z,48.852054,2.410955,32.836,7.038
2024-01-01T08:16:34Z,48.852046,2.411050,34.961,6.247
2024-01-01T08:16:35Z,48.852038,2.411135,35.989,6.839
2024-01-01T08:16:36Z,48.852028,2.411227,36.200,7.421
2024-01-01T08:16:37Z,48.852018,2.411328,34.104,6.671
2024-01-01T08:16:38Z,48.852009,2.411418,34.037,6.996
2024-01-01T08:16:39Z,48.851999,2.411512,33.667,7.479
2024-01-01T08:16:40Z,48.851987,2.411613,31.297,5.874
2024-01-01T08:16:41Z,48.851978,2.411692,36.319,4.223
2024-01-01T08:16:42Z,48.851971,2.411749,33.787,3.874
2024-01-01T08:16:43Z,48.851965,2.411801,32.732,3.321
2024-01-01T08:16:44Z,48.851959,2.411846,35.206,2.649
2024-01-01T08:16:45Z,48.851955,2.411881,35.704,3.448
2024-01-01T08:16:46Z,48.851949,2.411928,34.458,3.842
2024-01-01T08:16:47Z,48.851943,2.411979,35.463,3.417
2024-01-01T08:16:48Z,48.851937,2.412025,35.929,2.343
2024-01-01T08:16:49Z,48.851933,2.412057,34.585,1.627
2024-01-01T08:16:50Z,48.851930,2.412079,35.150,0.827
2024-01-01T08:16:51Z,48.851928,2.412090,32.558,0.003
2024-01-01T08:16:52Z,48.851928,2.412090,34.310,0.000
2024-01-01T08:16:53Z,48.851928,2.412090,37.189,0.000
2024-01-01T08:16:54Z,48.851928,2.412090,35.447,0.000
2024-01-01T08:16:55Z,48.851928,2.412090,36.962,0.607
2024-01-01T08:16:56Z,48.851927,2.412098,34.449,1.510
2024-01-01T08:16:57Z,48.851925,2.412118,36.581,1.979
2024-01-01T08:16:58Z,48.851921,2.412145,34.351,2.175
2024-01-01T08:16:59Z,48.851917,2.412174,34.132,2.608
2024-01-01T08:17:00Z,48.851912,2.412208,37.229,2.400
2024-01-01T08:17:01Z,48.851907,2.412240,33.161,1.498
2024-01-01T08:17:02Z,48.851904,2.412260,35.068,1.776
2024-01-01T08:17:03Z,48.851901,2.412284,35.322,2.554
2024-01-01T08:17:04Z,48.851896,2.412318,37.813,3.237
2024-01-01T08:17:05Z,48.851890,2.412362,35.219,3.001
2024-01-01T08:17:06Z,48.851884,2.412402,35.652,3.331
2024-01-01T08:17:07Z,48.851877,2.412446,34.216,2.984
2024-01-01T08:17:08Z,48.851871,2.412486,36.406,2.230
2024-01-01T08:17:09Z,48.851867,2.412516,34.512,1.674
2024-01-01T08:17:10Z,48.851863,2.412538,32.981,1.734
2024-01-01T08:17:11Z,48.851860,2.412561,38.821,1.626
2024-01-01T08:17:12Z,48.851856,2.412583,34.277,2.462
2024-01-01T08:17:13Z,48.851851,2.412616,34.462,2.720
2024-01-01T08:17:14Z,48.851846,2.412652,33.078,2.628
2024-01-01T08:17:15Z,48.851840,2.412687,35.101,3.322
2024-01-01T08:17:16Z,48.851834,2.412731,34.028,3.692
2024-01-01T08:17:17Z,48.851827,2.412780,39.304,3.161
2024-01-01T08:17:18Z,48.851821,2.412823,35.708,2.683
2024-01-01T08:17:19Z,48.851815,2.412858,34.114,2.214
2024-01-01T08:17:20Z,48.851811,2.412888,32.680,1.297
2024-01-01T08:17:21Z,48.851808,2.412905,32.919,0.705
2024-01-01T08:17:22Z,48.851806,2.412914,36.254,0.000
2024-01-01T08:17:23Z,48.851806,2.412914,33.334,0.000
2024-01-01T08:17:24Z,48.851806,2.412914,37.266,0.000
2024-01-01T08:17:25Z,48.851806,2.412914,32.160,0.000
2024-01-01T08:17:26Z,48.851806,2.412914,36.155,0.000
2024-01-01T08:17:27Z,48.851806,2.412914,34.458,0.000
2024-01-01T08:17:28Z,48.851806,2.412914,33.571,0.000
2024-01-01T08:17:29Z,48.851806,2.412914,36.318,0.000
2024-01-01T08:17:30Z,48.851806,2.412914,35.268,0.000
2024-01-01T08:17:31Z,48.851806,2.412914,35.419,0.000
2024-01-01T08:17:32Z,48.851806,2.412914,35.211,0.000
2024-01-01T08:17:33Z,48.851806,2.412914,35.953,0.000
2024-01-01T08:17:34Z,48.851806,2.412914,32.283,0.000
2024-01-01T08:17:35Z,48.851806,2.412914,36.424,0.000
2024-01-01T08:17:36Z,48.851806,2.412914,36.385,0.769
2024-01-01T08:17:37Z,48.851804,2.412925,35.718,1.221
2024-01-01T08:17:38Z,48.851801,2.412941,37.548,2.360
2024-01-01T08:17:39Z,48.851796,2.412972,35.361,3.212
2024-01-01T08:17:40Z,48.851787,2.413014,36.022,4.747
2024-01-01T08:17:41Z,48.851775,2.413076,34.243,5.224
2024-01-01T08:17:42Z,48.851762,2.413145,34.724,6.026
2024-01-01T08:17:43Z,48.851746,2.413224,38.449,5.906
2024-01-01T08:17:44Z,48.851731,2.413301,37.047,5.457
2024-01-01T08:17:45Z,48.851715,2.413372,33.249,4.245
2024-01-01T08:17:46Z,48.851704,2.413427,35.946,3.016
2024-01-01T08:17:47Z,48.851696,2.413466,38.231,3.916
2024-01-01T08:17:48Z,48.851685,2.413518,34.918,3.032
2024-01-01T08:17:49Z,48.851677,2.413557,32.731,3.156
2024-01-01T08:17:50Z,48.851668,2.413598,38.406,3.241
2024-01-01T08:17:51Z,48.851659,2.413640,35.658,3.628
2024-01-01T08:17:52Z,48.851649,2.413688,34.748,1.682
2024-01-01T08:17:53Z,48.851645,2.413709,35.038,1.548
2024-01-01T08:17:54Z,48.851641,2.413730,35.941,1.021
2024-01-01T08:17:55Z,48.851638,2.413743,35.565,0.613
2024-01-01T08:17:56Z,48.851636,2.413751,36.350,0.208
2024-01-01T08:17:57Z,48.851636,2.413754,33.558,0.000
2024-01-01T08:17:58Z,48.851636,2.413754,33.886,0.000
2024-01-01T08:17:59Z,48.851636,2.413754,34.580,0.000
2024-01-01T08:18:00Z,48.851636,2.413754,34.500,0.000
2024-01-01T08:18:01Z,48.851636,2.413754,33.360,0.000
2024-01-01T08:18:02Z,48.851636,2.413754,34.899,0.000
2024-01-01T08:18:03Z,48.851636,2.413754,34.141,0.000
2024-01-01T08:18:04Z,48.851636,2.413754,37.072,0.000
2024-01-01T08:18:05Z,48.851636,2.413754,35.899,0.000
2024-01-01T08:18:06Z,48.851636,2.413754,36.729,0.000
2024-01-01T08:18:07Z,48.851636,2.413754,35.329,0.000
2024-01-01T08:18:08Z,48.851636,2.413754,35.749,0.000
2024-01-01T08:18:09Z,48.851636,2.413754,33.647,0.000
2024-01-01T08:18:10Z,48.851636,2.413754,36.939,0.000
2024-01-01T08:18:11Z,48.851636,2.413754,34.667,0.000
2024-01-01T08:18:12Z,48.851636,2.413754,35.521,0.000
2024-01-01T08:18:13Z,48.851636,2.413754,35.148,0.495
2024-01-01T08:18:14Z,48.851635,2.413760,35.149,0.783
2024-01-01T08:18:15Z,48.851633,2.413771,33.791,0.783
2024-01-01T08:18:16Z,48.851632,2.413781,34.662,0.783
2024-01-01T08:18:17Z,48.851630,2.413792,36.680,0.783
2024-01-01T08:18:18Z,48.851628,2.413802,35.107,0.288
2024-01-01T08:18:19Z,48.851628,2.413806,34.684,0.000
2024-01-01T08:18:20Z,48.851628,2.413806,34.582,0.000
2024-01-01T08:18:21Z,48.851628,2.413806,38.013,0.000
2024-01-01T08:18:22Z,48.851628,2.413806,35.156,0.000
2024-01-01T08:18:23Z,48.851628,2.413806,36.628,0.000
2024-01-01T08:18:24Z,48.851628,2.413806,37.174,0.000
2024-01-01T08:18:25Z,48.851628,2.413806,35.027,0.000
2024-01-01T08:18:26Z,48.851628,2.413806,36.996,0.000
2024-01-01T08:18:27Z,48.851628,2.413806,32.967,0.000
2024-01-01T08:18:28Z,48.851628,2.413806,31.603,0.000
2024-01-01T08:18:29Z,48.851628,2.413806,36.461,0.000
2024-01-01T08:18:30Z,48.851628,2.413806,33.914,0.000
2024-01-01T08:18:31Z,48.851628,2.413806,35.078,0.593
2024-01-01T08:18:32Z,48.851626,2.413814,35.271,2.301
2024-01-01T08:18:33Z,48.851621,2.413844,34.620,3.931
2024-01-01T08:18:34Z,48.851612,2.413896,33.670,4.449
2024-01-01T08:18:35Z,48.851601,2.413955,36.527,6.229
2024-01-01T08:18:36Z,48.851588,2.414037,33.367,6.042
2024-01-01T08:18:37Z,48.851575,2.414118,35.460,5.205
2024-01-01T08:18:38Z,48.851564,2.414187,36.133,5.676
2024-01-01T08:18:39Z,48.851552,2.414263,36.885,5.435
2024-01-01T08:18:40Z,48.851540,2.414335,33.690,5.393
2024-01-01T08:18:41Z,48.851529,2.414406,36.373,5.865
2024-01-01T08:18:42Z,48.851516,2.414484,36.490,6.475
2024-01-01T08:18:43Z,48.851502,2.414570,36.939,5.884
2024-01-01T08:18:44Z,48.851489,2.414648,34.470,8.098
2024-01-01T08:18:45Z,48.851471,2.414755,35.761,7.636
2024-01-01T08:18:46Z,48.851453,2.414856,33.627,8.441
2024-01-01T08:18:47Z,48.851433,2.414967,35.975,7.293
2024-01-01T08:18:48Z,48.851416,2.415064,34.283,5.784
2024-01-01T08:18:49Z,48.851402,2.415140,36.021,3.293
2024-01-01T08:18:50Z,48.851394,2.415184,35.983,2.077
2024-01-01T08:18:51Z,48.851389,2.415211,32.697,0.546
2024-01-01T08:18:52Z,48.851387,2.415218,33.126,0.770
2024-01-01T08:18:53Z,48.851385,2.415228,35.065,0.770
2024-01-01T08:18:54Z,48.851384,2.415238,33.981,0.770
2024-01-01T08:18:55Z,48.851382,2.415248,36.227,0.995
2024-01-01T08:18:56Z,48.851379,2.415261,32.502,0.878
2024-01-01T08:18:57Z,48.851377,2.415273,33.133,2.065
2024-01-01T08:18:58Z,48.851372,2.415300,34.297,3.882
2024-01-01T08:18:59Z,48.851362,2.415351,36.227,5.344
2024-01-01T08:19:00Z,48.851349,2.415421,32.544,6.450
2024-01-01T08:19:01Z,48.851334,2.415507,35.524,8.405
2024-01-01T08:19:02Z,48.851315,2.415618,35.581,7.857
2024-01-01T08:19:03Z,48.851297,2.415722,34.314,8.341
2024-01-01T08:19:04Z,48.851278,2.415832,36.718,8.678
2024-01-01T08:19:05Z,48.851259,2.415947,35.473,8.308
2024-01-01T08:19:06Z,48.851242,2.416058,36.336,8.088
2024-01-01T08:19:07Z,48.851226,2.416166,33.379,8.570
2024-01-01T08:19:08Z,48.851208,2.416280,33.479,8.212
2024-01-01T08:19:09Z,48.851192,2.416389,33.912,8.520
2024-01-01T08:19:10Z,48.851174,2.416503,35.436,8.810
2024-01-01T08:19:11Z,48.851156,2.416620,34.231,8.147
2024-01-01T08:19:12Z,48.851139,2.416728,35.248,7.592
2024-01-01T08:19:13Z,48.851123,2.416829,34.216,6.554
2024-01-01T08:19:14Z,48.851109,2.416917,35.412,5.438
2024-01-01T08:19:15Z,48.851098,2.416989,34.069,5.605
2024-01-01T08:19:16Z,48.851086,2.417064,34.784,5.814
2024-01-01T08:19:17Z,48.851074,2.417141,34.420,5.727
2024-01-01T08:19:18Z,48.851062,2.417217,34.362,5.713
2024-01-01T08:19:19Z,48.851051,2.417293,35.356,6.136
2024-01-01T08:19:20Z,48.851038,2.417375,34.561,5.630
2024-01-01T08:19:21Z,48.851027,2.417450,34.996,5.003
2024-01-01T08:19:22Z,48.851016,2.417517,35.107,5.089
2024-01-01T08:19:23Z,48.851006,2.417585,35.082,5.256
2024-01-01T08:19:24Z,48.850996,2.417655,37.032,4.495
2024-01-01T08:19:25Z,48.850987,2.417715,34.113,5.123
2024-01-01T08:19:26Z,48.850976,2.417783,35.549,6.049
2024-01-01T08:19:27Z,48.850964,2.417863,35.925,6.146
2024-01-01T08:19:28Z,48.850952,2.417945,34.661,6.363
2024-01-01T08:19:29Z,48.850940,2.418031,33.688,7.200
2024-01-01T08:19:30Z,48.850927,2.418127,36.806,6.829
2024-01-01T08:19:31Z,48.850914,2.418218,36.631,6.929
2024-01-01T08:19:32Z,48.850901,2.418311,35.550,7.832
2024-01-01T08:19:33Z,48.850886,2.418416,33.190,7.921
2024-01-01T08:19:34Z,48.850872,2.418522,33.267,8.011
2024-01-01T08:19:35Z,48.850856,2.418629,36.345,8.613
2024-01-01T08:19:36Z,48.850840,2.418744,33.462,8.166
2024-01-01T08:19:37Z,48.850824,2.418853,36.227,6.957
2024-01-01T08:19:38Z,48.850811,2.418946,34.998,7.569
2024-01-01T08:19:39Z,48.850796,2.419047,32.711,6.777
2024-01-01T08:19:40Z,48.850783,2.419138,36.070,7.460
2024-01-01T08:19:41Z,48.850769,2.419237,34.919,8.301
2024-01-01T08:19:42Z,48.850753,2.419348,34.460,9.206
2024-01-01T08:19:43Z,48.850735,2.419471,34.314,9.034
2024-01-01T08:19:44Z,48.850717,2.419592,34.134,9.741
2024-01-01T08:19:45Z,48.850697,2.419722,32.644,7.425
2024-01-01T08:19:46Z,48.850682,2.419821,34.331,5.466
2024-01-01T08:19:47Z,48.850672,2.419894,31.899,4.131
2024-01-01T08:19:48Z,48.850665,2.419949,37.641,3.033
2024-01-01T08:19:49Z,48.850660,2.419990,34.484,1.928
2024-01-01T08:19:50Z,48.850656,2.420016,31.664,2.748
2024-01-01T08:19:51Z,48.850652,2.420053,35.101,4.879
2024-01-01T08:19:52Z,48.850643,2.420118,34.565,6.248
2024-01-01T08:19:53Z,48.850632,2.420202,33.793,8.648
2024-01-01T08:19:54Z,48.850618,2.420318,35.046,9.914
2024-01-01T08:19:55Z,48.850601,2.420451,33.727,10.646
2024-01-01T08:19:56Z,48.850582,2.420594,35.542,10.984
2024-01-01T08:19:57Z,48.850563,2.420741,37.069,11.490
2024-01-01T08:19:58Z,48.850542,2.420895,35.932,11.086
2024-01-01T08:19:59Z,48.850521,2.421044,34.707,11.643
2024-01-01T08:20:00Z,48.850498,2.421199,36.250,11.918
2024-01-01T08:20:01Z,48.850475,2.421358,35.128,11.542
2024-01-01T08:20:02Z,48.850451,2.421512,35.749,11.418
2024-01-01T08:20:03Z,48.850428,2.421664,37.711,11.565
2024-01-01T08:20:04Z,48.850405,2.421818,34.764,11.706
2024-01-01T08:20:05Z,48.850382,2.421975,34.494,12.654
2024-01-01T08:20:06Z,48.850361,2.422145,34.278,13.299
2024-01-01T08:20:07Z,48.850341,2.422324,35.222,14.166
2024-01-01T08:20:08Z,48.850319,2.422515,37.077,14.337
2024-01-01T08:20:09Z,48.850296,2.422708,34.250,14.929
2024-01-01T08:20:10Z,48.850271,2.422908,37.019,14.871
2024-01-01T08:20:11Z,48.850246,2.423108,35.134,14.234
2024-01-01T08:20:12Z,48.850222,2.423300,34.197,13.477
2024-01-01T08:20:13Z,48.850200,2.423481,36.212,11.985
2024-01-01T08:20:14Z,48.850181,2.423642,34.309,11.591
2024-01-01T08:20:15Z,48.850162,2.423798,36.967,10.703
2024-01-01T08:20:16Z,48.850145,2.423942,36.864,10.977
2024-01-01T08:20:17Z,48.850129,2.424090,33.969,11.170
2024-01-01T08:20:18Z,48.850110,2.424240,33.116,11.191
2024-01-01T08:20:19Z,48.850092,2.424391,33.748,10.305
2024-01-01T08:20:20Z,48.850074,2.424529,36.748,10.221
2024-01-01T08:20:21Z,48.850055,2.424666,34.746,9.503
2024-01-01T08:20:22Z,48.850037,2.424793,34.314,9.055
2024-01-01T08:20:23Z,48.850018,2.424913,35.926,8.876
2024-01-01T08:20:24Z,48.849999,2.425031,32.355,9.123
2024-01-01T08:20:25Z,48.849980,2.425153,35.443,7.178
2024-01-01T08:20:26Z,48.849966,2.425248,35.047,5.373
2024-01-01T08:20:27Z,48.849955,2.425320,32.430,3.312
2024-01-01T08:20:28Z,48.849948,2.425364,33.236,1.941
2024-01-01T08:20:29Z,48.849944,2.425390,35.931,0.028
2024-01-01T08:20:30Z,48.849944,2.425390,37.679,0.028
2024-01-01T08:20:31Z,48.849944,2.425391,32.505,0.028
2024-01-01T08:20:32Z,48.849944,2.425391,33.069,0.000
2024-01-01T08:20:33Z,48.849944,2.425391,30.550,0.000
2024-01-01T08:20:34Z,48.849944,2.425391,32.195,1.828
2024-01-01T08:20:35Z,48.849939,2.425415,37.635,3.344
2024-01-01T08:20:36Z,48.849931,2.425459,35.036,4.464
2024-01-01T08:20:37Z,48.849919,2.425518,34.362,6.054
2024-01-01T08:20:38Z,48.849904,2.425597,34.991,7.789
2024-01-01T08:20:39Z,48.849885,2.425699,35.659,7.312
2024-01-01T08:20:40Z,48.849867,2.425796,35.082,6.709
2024-01-01T08:20:41Z,48.849851,2.425884,37.826,7.192
2024-01-01T08:20:42Z,48.849833,2.425979,34.548,7.559
2024-01-01T08:20:43Z,48.849814,2.426078,34.510,7.211
2024-01-01T08:20:44Z,48.849796,2.426173,34.009,7.791
2024-01-01T08:20:45Z,48.849777,2.426275,35.933,6.877
2024-01-01T08:20:46Z,48.849759,2.426365,33.657,5.274
2024-01-01T08:20:47Z,48.849746,2.426435,33.977,3.317
2024-01-01T08:20:48Z,48.849738,2.426478,34.159,1.930
2024-01-01T08:20:49Z,48.849733,2.426504,36.707,0.000
2024-01-01T08:20:50Z,48.849733,2.426504,34.532,0.000
2024-01-01T08:20:51Z,48.849733,2.426504,33.425,0.000
2024-01-01T08:20:52Z,48.849733,2.426504,34.494,0.000
2024-01-01T08:20:53Z,48.849733,2.426504,34.561,0.000
2024-01-01T08:20:54Z,48.849733,2.426504,34.187,0.000
2024-01-01T08:20:55Z,48.849733,2.426504,33.159,0.000
2024-01-01T08:20:56Z,48.849733,2.426504,34.838,0.000
2024-01-01T08:20:57Z,48.849733,2.426504,34.680,0.187
2024-01-01T08:20:58Z,48.849733,2.426506,34.433,0.187
2024-01-01T08:20:59Z,48.849732,2.426509,34.978,0.187
2024-01-01T08:21:00Z,48.849732,2.426511,35.503,0.807
2024-01-01T08:21:01Z,48.849730,2.426522,36.092,1.255
2024-01-01T08:21:02Z,48.849726,2.426538,32.525,1.069
2024-01-01T08:21:03Z,48.849723,2.426552,33.928,3.119
2024-01-01T08:21:04Z,48.849715,2.426593,32.652,4.235
2024-01-01T08:21:05Z,48.849704,2.426648,34.465,5.060
2024-01-01T08:21:06Z,48.849691,2.426714,34.985,6.103
2024-01-01T08:21:07Z,48.849674,2.426794,35.750,8.153
2024-01-01T08:21:08Z,48.849651,2.426900,34.078,7.077
2024-01-01T08:21:09Z,48.849631,2.426992,34.903,7.751
2024-01-01T08:21:10Z,48.849609,2.427092,32.194,8.154
2024-01-01T08:21:11Z,48.849586,2.427198,35.878,8.673
2024-01-01T08:21:12Z,48.849561,2.427311,36.970,8.141
2024-01-01T08:21:13Z,48.849539,2.427417,35.503,9.304
2024-01-01T08:21:14Z,48.849512,2.427537,32.952,8.805
2024-01-01T08:21:15Z,48.849488,2.427652,36.015,9.183
2024-01-01T08:21:16Z,48.849461,2.427771,35.588,9.003
2024-01-01T08:21:17Z,48.849435,2.427888,34.882,8.441
2024-01-01T08:21:18Z,48.849411,2.427997,33.872,8.158
2024-01-01T08:21:19Z,48.849388,2.428103,35.127,8.599
2024-01-01T08:21:20Z,48.849365,2.428215,33.118,7.824
2024-01-01T08:21:21Z,48.849343,2.428317,36.612,7.236
2024-01-01T08:21:22Z,48.849323,2.428411,34.469,7.752
2024-01-01T08:21:23Z,48.849300,2.428511,34.230,6.742
2024-01-01T08:21:24Z,48.849282,2.428599,34.090,7.394
2024-01-01T08:21:25Z,48.849262,2.428696,35.890,6.883
2024-01-01T08:21:26Z,48.849243,2.428785,35.499,6.777
2024-01-01T08:21:27Z,48.849225,2.428874,37.963,7.306
2024-01-01T08:21:28Z,48.849205,2.428969,33.486,8.137
2024-01-01T08:21:29Z,48.849183,2.429075,34.123,7.452
2024-01-01T08:21:30Z,48.849163,2.429172,34.386,8.557
2024-01-01T08:21:31Z,48.849141,2.429285,32.343,8.499
2024-01-01T08:21:32Z,48.849117,2.429395,35.706,7.155
2024-01-01T08:21:33Z,48.849096,2.429488,34.761,7.022
2024-01-01T08:21:34Z,48.849075,2.429578,35.409,6.786
2024-01-01T08:21:35Z,48.849054,2.429665,35.686,5.578
2024-01-01T08:21:36Z,48.849037,2.429737,37.027,4.806
2024-01-01T08:21:37Z,48.849022,2.429799,34.728,5.645
2024-01-01T08:21:38Z,48.849005,2.429871,36.737,5.201
2024-01-01T08:21:39Z,48.848989,2.429938,35.260,3.801
2024-01-01T08:21:40Z,48.848978,2.429987,35.437,4.036
2024-01-01T08:21:41Z,48.848966,2.430039,33.471,3.730
2024-01-01T08:21:42Z,48.848955,2.430088,34.172,2.550
2024-01-01T08:21:43Z,48.848949,2.430121,31.906,1.450
2024-01-01T08:21:44Z,48.848944,2.430140,33.729,1.505
2024-01-01T08:21:45Z,48.848940,2.430160,36.383,0.431
2024-01-01T08:21:46Z,48.848939,2.430165,34.658,0.444
2024-01-01T08:21:47Z,48.848938,2.430171,35.192,0.757
2024-01-01T08:21:48Z,48.848936,2.430181,32.850,0.757
2024-01-01T08:21:49Z,48.848934,2.430191,35.910,0.641
2024-01-01T08:21:50Z,48.848932,2.430199,35.585,0.641
2024-01-01T08:21:51Z,48.848930,2.430207,35.262,0.628
2024-01-01T08:21:52Z,48.848929,2.430216,36.595,0.000
2024-01-01T08:21:53Z,48.848929,2.430216,33.460,0.000
2024-01-01T08:21:54Z,48.848929,2.430216,33.238,0.000
2024-01-01T08:21:55Z,48.848929,2.430216,35.283,0.000
2024-01-01T08:21:56Z,48.848929,2.430216,35.146,0.000
2024-01-01T08:21:57Z,48.848929,2.430216,38.437,0.000
2024-01-01T08:21:58Z,48.848929,2.430216,35.215,0.000
2024-01-01T08:21:59Z,48.848929,2.430216,35.252,0.000
2024-01-01T08:22:00Z,48.848929,2.430216,35.826,0.332
2024-01-01T08:22:01Z,48.848928,2.430220,35.498,0.332
2024-01-01T08:22:02Z,48.848927,2.430224,35.726,0.332
2024-01-01T08:22:03Z,48.848926,2.430228,37.080,0.332
2024-01-01T08:22:04Z,48.848925,2.430233,33.164,0.332
2024-01-01T08:22:05Z,48.848924,2.430237,34.455,0.149
2024-01-01T08:22:06Z,48.848923,2.430239,31.050,0.532
2024-01-01T08:22:07Z,48.848922,2.430246,35.553,0.532
2024-01-01T08:22:08Z,48.848920,2.430253,33.899,0.659
2024-01-01T08:22:09Z,48.848918,2.430261,33.352,0.659
2024-01-01T08:22:10Z,48.848916,2.430270,35.319,0.510
2024-01-01T08:22:11Z,48.848915,2.430276,35.284,0.127
2024-01-01T08:22:12Z,48.848915,2.430278,35.373,0.127
2024-01-01T08:22:13Z,48.848914,2.430280,36.212,0.000
2024-01-01T08:22:14Z,48.848914,2.430280,34.968,0.000
2024-01-01T08:22:15Z,48.848914,2.430280,33.507,0.000
2024-01-01T08:22:16Z,48.848914,2.430280,33.758,0.000
2024-01-01T08:22:17Z,48.848914,2.430280,36.292,0.000
2024-01-01T08:22:18Z,48.848914,2.430280,36.824,0.000
2024-01-01T08:22:19Z,48.848914,2.430280,35.140,0.000
2024-01-01T08:22:20Z,48.848914,2.430280,34.816,0.000
2024-01-01T08:22:21Z,48.848914,2.430280,36.835,0.000
2024-01-01T08:22:22Z,48.848914,2.430280,34.099,0.000
2024-01-01T08:22:23Z,48.848914,2.430280,37.588,0.000
2024-01-01T08:22:24Z,48.848914,2.430280,34.526,0.473
2024-01-01T08:22:25Z,48.848913,2.430286,36.016,0.473
2024-01-01T08:22:26Z,48.848911,2.430292,33.968,0.473
2024-01-01T08:22:27Z,48.848910,2.430298,35.128,0.473
2024-01-01T08:22:28Z,48.848909,2.430304,34.120,0.473
2024-01-01T08:22:29Z,48.848908,2.430310,33.533,0.000
2024-01-01T08:22:30Z,48.848908,2.430310,35.206,0.227
2024-01-01T08:22:31Z,48.848907,2.430313,35.899,0.227
2024-01-01T08:22:32Z,48.848906,2.430316,33.009,0.227
2024-01-01T08:22:33Z,48.848906,2.430319,34.311,0.977
2024-01-01T08:22:34Z,48.848903,2.430332,35.363,2.002
2024-01-01T08:22:35Z,48.848898,2.430358,34.554,3.527
2024-01-01T08:22:36Z,48.848888,2.430404,33.525,3.527
2024-01-01T08:22:37Z,48.848879,2.430450,32.430,3.527
2024-01-01T08:22:38Z,48.848870,2.430496,36.549,2.776
2024-01-01T08:22:39Z,48.848862,2.430533,37.008,1.752
2024-01-01T08:22:40Z,48.848858,2.430556,30.499,0.000
2024-01-01T08:22:41Z,48.848858,2.430556,35.635,0.000
2024-01-01T08:22:42Z,48.848858,2.430556,35.808,0.000
2024-01-01T08:22:43Z,48.848858,2.430556,35.396,0.000
2024-01-01T08:22:44Z,48.848858,2.430556,33.918,0.000
2024-01-01T08:22:45Z,48.848858,2.430556,33.891,0.000
2024-01-01T08:22:46Z,48.848858,2.430556,32.511,0.000
2024-01-01T08:22:47Z,48.848858,2.430556,32.492,0.000
2024-01-01T08:22:48Z,48.848858,2.430556,35.721,0.000
2024-01-01T08:22:49Z,48.848858,2.430556,33.648,0.000
