timestamp,exhaust_flow_kg_s,nox_mg_s,pn_1_s,veh_speed_m_s
2024-01-01T08:21:32Z,0.4566,67.80,128228,7.155
2024-01-01T08:21:33Z,0.4484,61.94,110118,7.022
2024-01-01T08:21:34Z,0.4436,70.79,114373,6.786
2024-01-01T08:21:35Z,0.4068,62.21,100931,5.578
2024-01-01T08:21:36Z,0.3968,66.09,106019,4.806
2024-01-01T08:21:37Z,0.4079,74.97,213499,5.645
2024-01-01T08:21:38Z,0.3932,69.60,112778,5.201
2024-01-01T08:21:39Z,0.3745,63.19,108289,3.801
2024-01-01T08:21:40Z,0.3672,75.11,142563,4.036
2024-01-01T08:21:41Z,0.3797,62.14,105659,3.730
2024-01-01T08:21:42Z,0.3609,62.24,124874,2.550
2024-01-01T08:21:43Z,0.3340,51.54,110811,1.450
2024-01-01T08:21:44Z,0.3319,52.47,106584,1.505
2024-01-01T08:21:45Z,0.3113,50.05,101080,0.431
2024-01-01T08:21:46Z,0.3198,51.71,92354,0.444
2024-01-01T08:21:47Z,0.3021,57.86,127724,0.757
2024-01-01T08:21:48Z,0.3215,55.62,112567,0.757
2024-01-01T08:21:49Z,0.3125,50.59,105440,0.641
2024-01-01T08:21:50Z,0.3273,49.75,109153,0.641
2024-01-01T08:21:51Z,0.3156,49.96,78223,0.628
2024-01-01T08:21:52Z,0.2839,54.22,98657,0.000
2024-01-01T08:21:53Z,0.3030,43.58,97835,0.000
2024-01-01T08:21:54Z,0.2956,52.24,97792,0.000
2024-01-01T08:21:55Z,0.3065,46.39,95372,0.000
2024-01-01T08:21:56Z,0.2969,49.30,94447,0.000
2024-01-01T08:21:57Z,0.3055,49.90,93067,0.000
2024-01-01T08:21:58Z,0.2963,46.03,120735,0.000
2024-01-01T08:21:59Z,0.2916,46.20,95605,0.000
2024-01-01T08:22:00Z,0.2940,54.17,132323,0.332
2024-01-01T08:22:01Z,0.2899,57.45,95460,0.332
2024-01-01T08:22:02Z,0.2962,49.91,100988,0.332
2024-01-01T08:22:03Z,0.2982,49.67,88400,0.332
2024-01-01T08:22:04Z,0.2977,53.08,106567,0.332
2024-01-01T08:22:05Z,0.3081,56.23,89852,0.149
2024-01-01T08:22:06Z,0.2966,53.61,130314,0.532
2024-01-01T08:22:07Z,0.3070,56.19,99417,0.532
2024-01-01T08:22:08Z,0.2963,54.20,146460,0.659
2024-01-01T08:22:09Z,0.3073,48.57,84426,0.659
2024-01-01T08:22:10Z,0.3116,49.44,100145,0.510
2024-01-01T08:22:11Z,0.3221,51.16,96191,0.127
2024-01-01T08:22:12Z,0.3034,51.41,93130,0.127
2024-01-01T08:22:13Z,0.3089,52.01,119072,0.000
2024-01-01T08:22:14Z,0.3097,56.15,97805,0.000
2024-01-01T08:22:15Z,0.2934,48.59,93734,0.000
2024-01-01T08:22:16Z,0.3102,49.95,99634,0.000
2024-01-01T08:22:17Z,0.3064,47.52,98009,0.000
2024-01-01T08:22:18Z,0.3004,52.99,85752,0.000
2024-01-01T08:22:19Z,0.3111,54.73,97830,0.000
2024-01-01T08:22:20Z,0.3092,44.38,99440,0.000
2024-01-01T08:22:21Z,0.3107,56.08,93161,0.000
2024-01-01T08:22:22Z,0.2982,46.56,91132,0.000
2024-01-01T08:22:23Z,0.2980,51.72,104192,0.000
2024-01-01T08:22:24Z,0.3086,52.68,160975,0.473
2024-01-01T08:22:25Z,0.3180,56.62,101902,0.473
2024-01-01T08:22:26Z,0.3158,59.22,105556,0.473
2024-01-01T08:22:27Z,0.3167,59.61,121386,0.473
2024-01-01T08:22:28Z,0.3056,51.44,97110,0.473
2024-01-01T08:22:29Z,0.2969,43.02,88734,0.000
2024-01-01T08:22:30Z,0.2861,52.72,128923,0.227
2024-01-01T08:22:31Z,0.2977,50.12,109995,0.227
2024-01-01T08:22:32Z,0.3073,49.62,108811,0.227
2024-01-01T08:22:33Z,0.3156,50.20,171734,0.977
2024-01-01T08:22:34Z,0.3515,63.40,208851,2.002
2024-01-01T08:22:35Z,0.3729,66.51,253776,3.527
2024-01-01T08:22:36Z,0.3689,63.90,111153,3.527
2024-01-01T08:22:37Z,0.3649,61.05,82696,3.527
2024-01-01T08:22:38Z,0.3546,55.23,118669,2.776
2024-01-01T08:22:39Z,0.3429,51.78,108403,1.752
2024-01-01T08:22:40Z,0.3186,54.76,74637,0.000
2024-01-01T08:22:41Z,0.2990,54.87,97168,0.000
2024-01-01T08:22:42Z,0.2966,55.44,109654,0.000
2024-01-01T08:22:43Z,0.2951,51.25,109134,0.000
2024-01-01T08:22:44Z,0.3013,58.91,95584,0.000
2024-01-01T08:22:45Z,0.3075,43.65,87476,0.000
2024-01-01T08:22:46Z,0.3054,53.09,99617,0.000
2024-01-01T08:22:47Z,0.2973,42.27,102657,0.000
2024-01-01T08:22:48Z,0.2993,47.36,98067,0.000
2024-01-01T08:22:49Z,0.3000,46.81,91443,0.000
2024-01-01T08:22:50Z,0.3019,45.31,105475,0.000
2024-01-01T08:22:51Z,0.3095,54.21,109879,0.000
2024-01-01T08:22:52Z,0.3228,50.17,100806,0.000
2024-01-01T08:22:53Z,0.3161,64.36,193697,0.880
2024-01-01T08:22:54Z,0.3378,64.21,198460,1.673
2024-01-01T08:22:55Z,0.3762,75.19,309821,3.891
2024-01-01T08:22:56Z,0.4008,59.07,180630,4.379
2024-01-01T08:22:57Z,0.3946,66.37,191503,5.000
2024-01-01T08:22:58Z,0.4052,73.54,165634,5.487
2024-01-01T08:22:59Z,0.3927,76.35,106302,4.758
2024-01-01T08:23:00Z,0.3467,51.19,97152,2.540
2024-01-01T08:23:01Z,0.3423,52.05,106115,2.051
2024-01-01T08:23:02Z,0.3591,55.95,109108,2.071
2024-01-01T08:23:03Z,0.3494,52.63,105352,1.363
2024-01-01T08:23:04Z,0.3386,48.36,170533,1.995
2024-01-01T08:23:05Z,0.3383,54.23,123228,1.995
2024-01-01T08:23:06Z,0.3528,59.51,170975,2.785
2024-01-01T08:23:07Z,0.3705,59.11,139851,3.017
2024-01-01T08:23:08Z,0.3507,43.86,109845,2.573
2024-01-01T08:23:09Z,0.3529,58.23,112892,2.154
2024-01-01T08:23:10Z,0.3401,58.51,182546,2.749
2024-01-01T08:23:11Z,0.3357,65.93,118685,2.402
2024-01-01T08:23:12Z,0.3533,60.36,100052,2.117
2024-01-01T08:23:13Z,0.3345,55.51,108510,1.901
2024-01-01T08:23:14Z,0.3503,58.69,93033,1.832
2024-01-01T08:23:15Z,0.3307,56.20,102045,1.237
2024-01-01T08:23:16Z,0.3445,50.25,141640,1.446
2024-01-01T08:23:17Z,0.3271,52.56,121205,1.489
2024-01-01T08:23:18Z,0.3466,66.28,135530,1.837
2024-01-01T08:23:19Z,0.3374,56.43,129588,2.214
2024-01-01T08:23:20Z,0.3431,54.70,97103,2.214
2024-01-01T08:23:21Z,0.3492,66.86,159021,2.509
2024-01-01T08:23:22Z,0.3476,62.28,97831,2.211
2024-01-01T08:23:23Z,0.3476,55.95,153835,2.544
2024-01-01T08:23:24Z,0.3659,60.82,166288,3.189
2024-01-01T08:23:25Z,0.3694,69.11,155904,3.538
2024-01-01T08:23:26Z,0.3771,60.00,152466,3.976
2024-01-01T08:23:27Z,0.3832,52.32,180466,4.554
2024-01-01T08:23:28Z,0.3742,57.24,152870,4.798
2024-01-01T08:23:29Z,0.3945,64.20,112958,4.823
2024-01-01T08:23:30Z,0.3881,66.88,124298,4.893
2024-01-01T08:23:31Z,0.4154,56.50,135264,4.914
2024-01-01T08:23:32Z,0.3785,63.10,162250,5.212
2024-01-01T08:23:33Z,0.4055,68.41,208539,6.049
2024-01-01T08:23:34Z,0.4210,65.88,111406,5.999
2024-01-01T08:23:35Z,0.4321,74.72,206672,6.778
2024-01-01T08:23:36Z,0.4390,71.74,141768,7.002
2024-01-01T08:23:37Z,0.4501,70.12,165801,7.275
2024-01-01T08:23:38Z,0.4054,68.34,118821,6.499
2024-01-01T08:23:39Z,0.4496,66.43,158703,6.834
2024-01-01T08:23:40Z,0.4514,85.97,249827,7.965
2024-01-01T08:23:41Z,0.4548,76.74,139162,8.040
2024-01-01T08:23:42Z,0.4507,73.74,141592,7.930
2024-01-01T08:23:43Z,0.4836,76.73,260983,9.158
2024-01-01T08:23:44Z,0.4786,66.47,139507,8.597
2024-01-01T08:23:45Z,0.4366,72.56,129988,7.157
2024-01-01T08:23:46Z,0.4431,75.51,162300,7.440
2024-01-01T08:23:47Z,0.4676,77.14,214355,8.186
2024-01-01T08:23:48Z,0.4737,76.11,114800,8.140
2024-01-01T08:23:49Z,0.4611,87.70,200773,8.804
2024-01-01T08:23:50Z,0.5024,81.46,242005,9.952
2024-01-01T08:23:51Z,0.4948,71.90,142975,9.397
2024-01-01T08:23:52Z,0.4472,75.56,126374,7.312
2024-01-01T08:23:53Z,0.4034,65.84,121349,5.143
2024-01-01T08:23:54Z,0.3702,63.44,120210,3.501
2024-01-01T08:23:55Z,0.3251,57.13,103914,1.539
2024-01-01T08:23:56Z,0.3055,57.28,103249,0.106
2024-01-01T08:23:57Z,0.3026,47.41,85089,0.074
2024-01-01T08:23:58Z,0.2921,50.64,137866,0.396
2024-01-01T08:23:59Z,0.3499,57.13,163898,1.085
2024-01-01T08:24:00Z,0.3274,54.60,92373,1.011
2024-01-01T08:24:01Z,0.3149,51.61,110409,1.058
2024-01-01T08:24:02Z,0.3106,48.86,119385,1.058
2024-01-01T08:24:03Z,0.2982,60.25,90416,0.737
2024-01-01T08:24:04Z,0.3182,54.86,115286,0.645
2024-01-01T08:24:05Z,0.3142,56.33,119081,0.748
2024-01-01T08:24:06Z,0.3046,48.15,96106,0.700
2024-01-01T08:24:07Z,0.3351,47.48,104895,0.700
2024-01-01T08:24:08Z,0.3161,43.75,73135,0.700
2024-01-01T08:24:09Z,0.3424,63.23,239779,2.046
2024-01-01T08:24:10Z,0.3914,84.20,409909,4.882
2024-01-01T08:24:11Z,0.4354,75.52,312839,6.961
2024-01-01T08:24:12Z,0.4319,68.49,147213,7.202
2024-01-01T08:24:13Z,0.4735,83.09,287323,8.757
2024-01-01T08:24:14Z,0.4606,69.79,144638,8.107
2024-01-01T08:24:15Z,0.4500,74.99,112674,6.692
2024-01-01T08:24:16Z,0.4334,67.12,98180,6.210
2024-01-01T08:24:17Z,0.4388,79.50,235123,7.200
2024-01-01T08:24:18Z,0.4170,62.74,107594,6.628
2024-01-01T08:24:19Z,0.4540,78.06,222470,7.510
2024-01-01T08:24:20Z,0.4451,71.56,146884,7.753
2024-01-01T08:24:21Z,0.4473,66.69,132728,7.264
2024-01-01T08:24:22Z,0.4397,84.27,181097,7.795
2024-01-01T08:24:23Z,0.4680,85.04,198858,8.553
2024-01-01T08:24:24Z,0.4832,74.04,132401,8.398
2024-01-01T08:24:25Z,0.4430,63.31,129827,7.479
2024-01-01T08:24:26Z,0.4720,81.64,198946,8.129
2024-01-01T08:24:27Z,0.4367,66.76,136986,7.427
2024-01-01T08:24:28Z,0.4569,72.16,143421,7.626
2024-01-01T08:24:29Z,0.4411,70.24,121452,6.873
2024-01-01T08:24:30Z,0.4272,67.36,115053,6.260
2024-01-01T08:24:31Z,0.4055,62.13,133372,5.902
2024-01-01T08:24:32Z,0.4049,70.95,125785,5.347
2024-01-01T08:24:33Z,0.3872,61.40,118383,4.713
2024-01-01T08:24:34Z,0.4035,64.36,143024,4.850
2024-01-01T08:24:35Z,0.4176,73.87,218047,5.874
2024-01-01T08:24:36Z,0.4261,62.82,124642,5.219
2024-01-01T08:24:37Z,0.4158,72.96,146564,5.676
2024-01-01T08:24:38Z,0.4113,63.88,116502,5.502
2024-01-01T08:24:39Z,0.4098,68.30,107611,5.562
2024-01-01T08:24:40Z,0.4398,65.62,216157,6.576
2024-01-01T08:24:41Z,0.4531,69.87,251193,7.857
2024-01-01T08:24:42Z,0.4884,72.11,185112,8.373
2024-01-01T08:24:43Z,0.5038,88.51,273967,9.638
2024-01-01T08:24:44Z,0.4961,81.71,139376,9.293
2024-01-01T08:24:45Z,0.4835,78.50,141848,9.214
2024-01-01T08:24:46Z,0.4616,77.77,150720,9.001
2024-01-01T08:24:47Z,0.4972,84.63,169450,9.589
2024-01-01T08:24:48Z,0.4869,81.22,141853,9.508
2024-01-01T08:24:49Z,0.4899,80.96,194872,10.090
2024-01-01T08:24:50Z,0.5139,78.93,159925,10.387
2024-01-01T08:24:51Z,0.5164,80.86,181025,10.705
2024-01-01T08:24:52Z,0.5329,87.32,268778,12.025
2024-01-01T08:24:53Z,0.5358,82.49,144901,11.781
2024-01-01T08:24:54Z,0.5678,84.27,254201,12.975
2024-01-01T08:24:55Z,0.5583,93.24,151686,13.109
2024-01-01T08:24:56Z,0.5509,87.34,143291,12.727
2024-01-01T08:24:57Z,0.5434,80.82,141887,12.390
2024-01-01T08:24:58Z,0.5399,90.99,136495,12.187
2024-01-01T08:24:59Z,0.5020,76.79,148854,10.597
2024-01-01T08:25:00Z,0.5056,80.81,157375,10.845
2024-01-01T08:25:01Z,0.4957,79.17,141889,9.956
2024-01-01T08:25:02Z,0.4465,71.85,125059,7.272
2024-01-01T08:25:03Z,0.4130,66.69,132557,5.623
2024-01-01T08:25:04Z,0.4131,67.40,111796,5.463
2024-01-01T08:25:05Z,0.3551,69.16,116601,3.303
2024-01-01T08:25:06Z,0.3484,50.88,111486,2.468
2024-01-01T08:25:07Z,0.3520,66.31,138828,2.813
2024-01-01T08:25:08Z,0.3380,55.74,120431,2.594
2024-01-01T08:25:09Z,0.3153,61.26,115821,1.484
2024-01-01T08:25:10Z,0.3164,51.18,103645,0.772
2024-01-01T08:25:11Z,0.3139,45.70,112161,0.747
2024-01-01T08:25:12Z,0.3086,44.66,102315,0.037
2024-01-01T08:25:13Z,0.3148,53.38,179851,0.854
2024-01-01T08:25:14Z,0.3188,45.81,111113,0.817
2024-01-01T08:25:15Z,0.3263,55.16,98849,0.817
2024-01-01T08:25:16Z,0.3263,49.01,112952,0.817
2024-01-01T08:25:17Z,0.3211,52.38,171139,1.283
2024-01-01T08:25:18Z,0.3583,61.99,233893,2.587
2024-01-01T08:25:19Z,0.4075,72.49,356665,4.898
2024-01-01T08:25:20Z,0.4267,82.39,318251,6.855
2024-01-01T08:25:21Z,0.4573,84.88,265211,8.220
2024-01-01T08:25:22Z,0.4825,80.29,221152,9.157
2024-01-01T08:25:23Z,0.4863,79.98,153117,9.283
2024-01-01T08:25:24Z,0.4815,65.19,136592,8.708
2024-01-01T08:25:25Z,0.4854,75.47,150717,8.839
2024-01-01T08:25:26Z,0.4555,68.20,128959,7.529
2024-01-01T08:25:27Z,0.4627,78.95,207084,8.252
2024-01-01T08:25:28Z,0.4318,71.99,134149,7.266
2024-01-01T08:25:29Z,0.4562,75.80,228402,8.059
2024-01-01T08:25:30Z,0.4412,74.88,140723,7.097
2024-01-01T08:25:31Z,0.4661,82.00,261202,8.375
2024-01-01T08:25:32Z,0.4760,76.82,145184,7.838
2024-01-01T08:25:33Z,0.4424,68.78,113417,7.340
2024-01-01T08:25:34Z,0.4532,63.15,130808,6.392
2024-01-01T08:25:35Z,0.4019,69.48,135888,6.036
2024-01-01T08:25:36Z,0.4195,71.75,160129,6.389
2024-01-01T08:25:37Z,0.4053,69.07,111377,6.190
2024-01-01T08:25:38Z,0.4320,64.69,150269,6.624
2024-01-01T08:25:39Z,0.4195,61.63,113972,5.589
2024-01-01T08:25:40Z,0.4156,64.23,116884,5.586
2024-01-01T08:25:41Z,0.3913,64.86,111791,4.888
2024-01-01T08:25:42Z,0.3625,62.00,104357,3.498
2024-01-01T08:25:43Z,0.3621,58.55,109148,2.807
2024-01-01T08:25:44Z,0.3703,59.78,183182,3.491
2024-01-01T08:25:45Z,0.3408,54.44,115048,2.834
2024-01-01T08:25:46Z,0.3749,61.88,163014,3.216
2024-01-01T08:25:47Z,0.3672,54.10,156472,3.622
2024-01-01T08:25:48Z,0.3730,63.23,161948,3.993
2024-01-01T08:25:49Z,0.3670,52.93,111734,2.903
2024-01-01T08:25:50Z,0.3868,61.58,196603,3.752
2024-01-01T08:25:51Z,0.3613,57.50,115097,3.337
2024-01-01T08:25:52Z,0.3746,70.53,203843,4.231
2024-01-01T08:25:53Z,0.3513,65.87,127664,3.353
2024-01-01T08:25:54Z,0.3596,63.50,110487,3.213
2024-01-01T08:25:55Z,0.3369,61.33,124922,2.255
2024-01-01T08:25:56Z,0.3272,57.95,82905,1.301
2024-01-01T08:25:57Z,0.3220,45.59,109055,0.000
2024-01-01T08:25:58Z,0.2946,47.26,100171,0.000
2024-01-01T08:25:59Z,0.3106,40.72,115546,0.000
2024-01-01T08:26:00Z,0.3071,47.75,105367,0.000
2024-01-01T08:26:01Z,0.2814,48.74,90404,0.000
2024-01-01T08:26:02Z,0.2987,45.44,93664,0.000
2024-01-01T08:26:03Z,0.2931,49.57,104054,0.000
2024-01-01T08:26:04Z,0.2945,47.17,120931,0.000
2024-01-01T08:26:05Z,0.2905,51.36,102396,0.000
2024-01-01T08:26:06Z,0.3016,50.02,103174,0.000
2024-01-01T08:26:07Z,0.3051,47.79,99620,0.000
2024-01-01T08:26:08Z,0.2965,49.24,104145,0.000
2024-01-01T08:26:09Z,0.3143,61.84,209149,1.071
2024-01-01T08:26:10Z,0.3331,47.48,150765,1.574
2024-01-01T08:26:11Z,0.3525,71.96,247236,3.054
2024-01-01T08:26:12Z,0.3746,70.64,176846,3.750
2024-01-01T08:26:13Z,0.4006,75.43,349049,5.889
2024-01-01T08:26:14Z,0.4378,76.52,169224,6.259
2024-01-01T08:26:15Z,0.4179,67.33,150608,6.375
2024-01-01T08:26:16Z,0.4357,74.85,182144,6.766
2024-01-01T08:26:17Z,0.4645,74.99,322457,8.594
2024-01-01T08:26:18Z,0.4225,79.20,142997,6.796
2024-01-01T08:26:19Z,0.4460,65.69,155213,7.149
2024-01-01T08:26:20Z,0.4671,84.04,230436,8.111
2024-01-01T08:26:21Z,0.4338,61.55,128353,6.240
2024-01-01T08:26:22Z,0.3679,64.53,111366,3.767
2024-01-01T08:26:23Z,0.3723,63.03,120810,3.536
2024-01-01T08:26:24Z,0.3290,57.34,118233,1.741
2024-01-01T08:26:25Z,0.3355,60.69,106301,0.687
2024-01-01T08:26:26Z,0.3166,49.71,100522,0.687
2024-01-01T08:26:27Z,0.3209,52.59,165169,1.379
2024-01-01T08:26:28Z,0.3621,63.52,140531,1.763
2024-01-01T08:26:29Z,0.3089,45.18,100077,1.763
2024-01-01T08:26:30Z,0.3109,54.10,116228,1.236
2024-01-01T08:26:31Z,0.3322,54.18,138453,1.554
2024-01-01T08:26:32Z,0.3212,55.79,105231,0.811
2024-01-01T08:26:33Z,0.3017,49.04,114599,0.317
2024-01-01T08:26:34Z,0.3105,59.33,94738,0.317
2024-01-01T08:26:35Z,0.3153,57.42,83716,0.317
2024-01-01T08:26:36Z,0.2922,51.72,106593,0.000
2024-01-01T08:26:37Z,0.2928,55.97,104094,0.000
2024-01-01T08:26:38Z,0.3004,58.34,97302,0.000
2024-01-01T08:26:39Z,0.3025,42.82,91558,0.000
2024-01-01T08:26:40Z,0.2987,42.86,111123,0.000
2024-01-01T08:26:41Z,0.2912,44.80,113242,0.000
2024-01-01T08:26:42Z,0.2926,45.57,81923,0.000
2024-01-01T08:26:43Z,0.3073,49.82,104396,0.000
2024-01-01T08:26:44Z,0.2982,49.28,123627,0.000
2024-01-01T08:26:45Z,0.2884,55.50,93880,0.000
2024-01-01T08:26:46Z,0.3137,52.91,140834,0.372
2024-01-01T08:26:47Z,0.3027,50.74,94078,0.569
2024-01-01T08:26:48Z,0.3199,44.05,101184,0.569
2024-01-01T08:26:49Z,0.3196,47.50,83643,0.569
2024-01-01T08:26:50Z,0.3069,53.28,90156,0.569
2024-01-01T08:26:51Z,0.3014,46.78,97059,0.197
2024-01-01T08:26:52Z,0.3008,37.48,120833,0.000
2024-01-01T08:26:53Z,0.3092,48.68,115994,0.000
2024-01-01T08:26:54Z,0.2968,45.44,86905,0.000
2024-01-01T08:26:55Z,0.3015,51.51,108909,0.000
2024-01-01T08:26:56Z,0.3116,55.09,89616,0.000
2024-01-01T08:26:57Z,0.2936,40.89,103887,0.000
2024-01-01T08:26:58Z,0.3012,52.61,96869,0.000
2024-01-01T08:26:59Z,0.2923,46.45,95908,0.000
2024-01-01T08:27:00Z,0.2865,52.63,89301,0.000
2024-01-01T08:27:01Z,0.3055,55.81,103917,0.000
2024-01-01T08:27:02Z,0.2977,51.16,112502,0.000
2024-01-01T08:27:03Z,0.3091,46.30,100915,0.000
2024-01-01T08:27:04Z,0.2950,56.11,89340,0.000
2024-01-01T08:27:05Z,0.3211,49.99,110654,0.000
2024-01-01T08:27:06Z,0.2940,49.33,114257,0.000
2024-01-01T08:27:07Z,0.3109,43.72,101116,0.000
2024-01-01T08:27:08Z,0.2957,49.32,92357,0.000
2024-01-01T08:27:09Z,0.2933,44.82,98391,0.000
2024-01-01T08:27:10Z,0.3117,56.13,105416,0.000
2024-01-01T08:27:11Z,0.2913,40.89,94343,0.000
2024-01-01T08:27:12Z,0.3066,54.13,94143,0.000
2024-01-01T08:27:13Z,0.2988,57.87,102778,0.099
2024-01-01T08:27:14Z,0.2965,53.10,98620,0.099
2024-01-01T08:27:15Z,0.3097,54.37,174312,0.805
2024-01-01T08:27:16Z,0.3194,55.78,88641,0.862
2024-01-01T08:27:17Z,0.3341,66.67,188432,1.717
2024-01-01T08:27:18Z,0.3317,63.62,123474,1.978
2024-01-01T08:27:19Z,0.3364,64.81,199117,2.811
2024-01-01T08:27:20Z,0.3660,61.62,131999,2.957
2024-01-01T08:27:21Z,0.3825,62.03,188810,3.707
2024-01-01T08:27:22Z,0.3670,60.59,107152,2.960
2024-01-01T08:27:23Z,0.3719,72.77,202496,3.739
2024-01-01T08:27:24Z,0.3663,62.32,121644,3.651
2024-01-01T08:27:25Z,0.3818,74.53,223989,4.584
2024-01-01T08:27:26Z,0.3966,66.62,137301,4.854
2024-01-01T08:27:27Z,0.4384,70.22,233540,6.005
2024-01-01T08:27:28Z,0.4126,70.02,123165,5.414
2024-01-01T08:27:29Z,0.4107,73.86,120461,5.442
2024-01-01T08:27:30Z,0.3953,53.95,124026,4.719
2024-01-01T08:27:31Z,0.3867,58.58,114986,4.112
2024-01-01T08:27:32Z,0.3613,58.23,107437,3.354
2024-01-01T08:27:33Z,0.3700,51.31,163436,3.871
2024-01-01T08:27:34Z,0.3893,66.14,150374,4.207
2024-01-01T08:27:35Z,0.4018,58.73,155092,4.415
2024-01-01T08:27:36Z,0.4101,68.61,249727,5.697
2024-01-01T08:27:37Z,0.4303,63.45,184400,6.202
2024-01-01T08:27:38Z,0.4307,76.97,177019,6.697
2024-01-01T08:27:39Z,0.4290,65.21,126428,6.746
2024-01-01T08:27:40Z,0.4116,68.77,139069,5.474
2024-01-01T08:27:41Z,0.3806,64.39,112601,3.724
2024-01-01T08:27:42Z,0.3544,50.76,89474,2.717
2024-01-01T08:27:43Z,0.3267,55.09,97363,1.157
2024-01-01T08:27:44Z,0.2872,46.85,91075,0.000
2024-01-01T08:27:45Z,0.3107,52.27,91786,0.000
2024-01-01T08:27:46Z,0.3022,48.11,87018,0.000
2024-01-01T08:27:47Z,0.2682,55.06,98840,0.000
2024-01-01T08:27:48Z,0.3050,44.08,110579,0.000
2024-01-01T08:27:49Z,0.3047,60.15,84704,0.000
2024-01-01T08:27:50Z,0.2949,52.75,97739,0.000
2024-01-01T08:27:51Z,0.2973,54.49,94779,0.000
2024-01-01T08:27:52Z,0.3089,53.47,107026,0.000
2024-01-01T08:27:53Z,0.2997,44.56,107466,0.000
2024-01-01T08:27:54Z,0.2943,52.99,70833,0.000
2024-01-01T08:27:55Z,0.3112,48.89,116865,0.000
2024-01-01T08:27:56Z,0.2920,51.75,100714,0.000
2024-01-01T08:27:57Z,0.3068,43.31,92585,0.000
2024-01-01T08:27:58Z,0.3047,48.83,88634,0.000
2024-01-01T08:27:59Z,0.2873,45.69,97109,0.000
2024-01-01T08:28:00Z,0.3000,54.14,111248,0.000
2024-01-01T08:28:01Z,0.3001,60.06,155319,0.550
2024-01-01T08:28:02Z,0.3040,49.29,100012,0.550
2024-01-01T08:28:03Z,0.3237,48.82,133626,1.009
2024-01-01T08:28:04Z,0.3400,56.91,226699,2.166
2024-01-01T08:28:05Z,0.3566,60.30,104959,2.166
2024-01-01T08:28:06Z,0.3358,61.82,98907,1.617
2024-01-01T08:28:07Z,0.3371,54.67,98946,1.617
2024-01-01T08:28:08Z,0.3140,50.93,117658,1.157
2024-01-01T08:28:09Z,0.3096,53.89,110306,0.000
2024-01-01T08:28:10Z,0.2938,48.03,83698,0.000
2024-01-01T08:28:11Z,0.2868,42.99,95795,0.000
2024-01-01T08:28:12Z,0.2919,52.37,103843,0.000
2024-01-01T08:28:13Z,0.3239,54.33,104999,0.000
2024-01-01T08:28:14Z,0.3029,42.84,98533,0.000
2024-01-01T08:28:15Z,0.2960,50.19,111718,0.000
2024-01-01T08:28:16Z,0.3014,52.56,114289,0.000
2024-01-01T08:28:17Z,0.3055,51.35,82984,0.000
2024-01-01T08:28:18Z,0.3075,48.60,86120,0.000
2024-01-01T08:28:19Z,0.2880,60.46,94476,0.000
2024-01-01T08:28:20Z,0.3211,51.27,93930,0.000
2024-01-01T08:28:21Z,0.3052,50.69,105132,0.000
2024-01-01T08:28:22Z,0.3067,53.17,106971,0.041
2024-01-01T08:28:23Z,0.2995,52.12,176882,0.632
2024-01-01T08:28:24Z,0.3056,54.50,101550,0.632
2024-01-01T08:28:25Z,0.3181,43.51,93629,0.632
2024-01-01T08:28:26Z,0.3225,60.09,97721,0.632
2024-01-01T08:28:27Z,0.3339,56.43,147139,0.896
2024-01-01T08:28:28Z,0.2970,47.68,101056,0.305
2024-01-01T08:28:29Z,0.3137,61.39,194622,1.350
2024-01-01T08:28:30Z,0.3445,64.80,209114,2.334
2024-01-01T08:28:31Z,0.3838,74.92,331027,4.541
2024-01-01T08:28:32Z,0.3994,64.92,159005,5.126
2024-01-01T08:28:33Z,0.4541,79.10,313170,7.139
2024-01-01T08:28:34Z,0.4743,82.19,247090,8.279
2024-01-01T08:28:35Z,0.4760,75.45,175386,8.806
2024-01-01T08:28:36Z,0.4712,78.09,137580,8.493
2024-01-01T08:28:37Z,0.4742,72.79,144560,8.558
2024-01-01T08:28:38Z,0.4686,67.69,146234,8.289
2024-01-01T08:28:39Z,0.4683,72.89,144952,7.847
2024-01-01T08:28:40Z,0.4388,68.87,128006,6.957
2024-01-01T08:28:41Z,0.4382,73.90,183319,7.240
2024-01-01T08:28:42Z,0.4745,91.50,246067,8.487
2024-01-01T08:28:43Z,0.4650,77.00,108038,7.973
2024-01-01T08:28:44Z,0.4220,76.86,121250,6.230
2024-01-01T08:28:45Z,0.4365,59.78,119309,5.908
2024-01-01T08:28:46Z,0.3867,63.08,126359,4.184
2024-01-01T08:28:47Z,0.3563,56.38,108704,2.585
2024-01-01T08:28:48Z,0.3552,54.42,115171,1.667
2024-01-01T08:28:49Z,0.3452,63.78,137173,1.986
2024-01-01T08:28:50Z,0.3502,54.03,181683,2.690
2024-01-01T08:28:51Z,0.3586,63.44,117485,2.873
2024-01-01T08:28:52Z,0.3809,55.20,147338,3.107
2024-01-01T08:28:53Z,0.3747,65.21,152060,3.585
2024-01-01T08:28:54Z,0.3838,68.00,231170,4.409
2024-01-01T08:28:55Z,0.3958,73.07,250289,5.748
2024-01-01T08:28:56Z,0.4572,82.75,347604,7.963
2024-01-01T08:28:57Z,0.4968,87.53,292542,9.592
2024-01-01T08:28:58Z,0.4821,80.31,166601,9.928
2024-01-01T08:28:59Z,0.5127,92.75,133339,10.079
2024-01-01T08:29:00Z,0.4564,75.65,117189,7.737
2024-01-01T08:29:01Z,0.4266,60.51,117959,5.981
